,State,County,Temperature,Precipitation
2111,Oklahoma,Coal County,61,41.2
2112,Oklahoma,Comanche County,61,32.3
2113,Oklahoma,Cotton County,62,31.7
2114,Oklahoma,Craig County,59,47.6
2115,Oklahoma,Creek County,60,37.9
2116,Oklahoma,Custer County,59,26.7
2117,Oklahoma,Delaware County,58,52.6
2118,Oklahoma,Dewey County,58,25.9
2119,Oklahoma,Ellis County,58,22.7
2120,Oklahoma,Garfield County,59,32.1
2121,Oklahoma,Garvin County,61,34.9
2122,Oklahoma,Grady County,60,36.1
2123,Oklahoma,Grant County,59,27.2
2124,Oklahoma,Greer County,61,23.1
2125,Oklahoma,Harmon County,61,22.7
2126,Oklahoma,Harper County,58,19.8
2127,Oklahoma,Haskell County,61,48.9
2128,Oklahoma,Hughes County,61,40.4
2129,Oklahoma,Jackson County,62,25.2
2130,Oklahoma,Jefferson County,62,32.3
2131,Oklahoma,Johnston County,62,39.3
2132,Oklahoma,Kay County,59,32.6
2133,Oklahoma,Kingfisher County,60,34.5
2134,Oklahoma,Kiowa County,61,25.7
2135,Oklahoma,Latimer County,61,47.6
2136,Oklahoma,Le Flore County,60,51.2
2137,Oklahoma,Lincoln County,60,36.9
2138,Oklahoma,Logan County,60,37.6
2139,Oklahoma,Love County,62,35.3
2140,Oklahoma,McClain County,60,36.8
2141,Oklahoma,McCurtain County,62,58.5
2142,Oklahoma,McIntosh County,61,45.5
2143,Oklahoma,Major County,59,25.4
2144,Oklahoma,Marshall County,62,37.2
2145,Oklahoma,Mayes County,59,49.0
2146,Oklahoma,Murray County,61,36.6
2147,Oklahoma,Muskogee County,61,46.0
2148,Oklahoma,Noble County,60,34.8
2149,Oklahoma,Nowata County,59,42.0
2150,Oklahoma,Okfuskee County,60,38.0
2151,Oklahoma,Oklahoma County,60,37.4
2152,Oklahoma,Okmulgee County,61,39.4
2153,Oklahoma,Osage County,59,37.5
2154,Oklahoma,Ottawa County,59,53.0
2155,Oklahoma,Pawnee County,60,34.3
2156,Oklahoma,Payne County,60,34.6
2157,Oklahoma,Pittsburg County,61,45.6
2158,Oklahoma,Pontotoc County,61,40.3
2159,Oklahoma,Pottawatomie County,60,35.6
2160,Oklahoma,Pushmataha County,61,49.4
2161,Oklahoma,Roger Mills County,59,24.0
2162,Oklahoma,Rogers County,60,43.1
2163,Oklahoma,Seminole County,60,36.2
2164,Oklahoma,Sequoyah County,61,50.7
2165,Oklahoma,Stephens County,61,34.5
2166,Oklahoma,Texas County,56,16.7
2167,Oklahoma,Tillman County,62,29.6
2168,Oklahoma,Tulsa County,60,38.0
2169,Oklahoma,Wagoner County,60,42.0
2170,Oklahoma,Washington County,59,41.7
2171,Oklahoma,Washita County,60,27.0
2172,Oklahoma,Woods County,58,23.1
2173,Oklahoma,Woodward County,58,23.1
2174,Oregon,Baker County,47,17.0
2175,Oregon,Benton County,53,55.0
2176,Oregon,Clackamas County,49,64.6
2177,Oregon,Clatsop County,50,84.7
2178,Oregon,Columbia County,51,53.9
2179,Oregon,Coos County,53,60.2
2180,Oregon,Crook County,47,10.4
2181,Oregon,Curry County,53,78.3
2182,Oregon,Deschutes County,45,17.7
2183,Oregon,Douglas County,52,45.2
2184,Oregon,Gilliam County,52,8.6
2185,Oregon,Grant County,45,15.7
2186,Oregon,Harney County,47,10.1
2187,Oregon,Hood River County,47,52.7
2188,Oregon,Jackson County,51,29.7
2189,Oregon,Jefferson County,49,14.7
2190,Oregon,Josephine County,52,49.3
2191,Oregon,Klamath County,46,19.9
2192,Oregon,Lake County,46,10.2
2193,Oregon,Lane County,51,56.0
2194,Oregon,Lincoln County,52,85.4
2195,Oregon,Linn County,50,61.6
2196,Oregon,Malheur County,49,11.2
2197,Oregon,Marion County,51,56.4
2198,Oregon,Morrow County,51,10.7
2199,Oregon,Multnomah County,52,55.5
2200,Oregon,Polk County,53,61.2
2201,Oregon,Sherman County,51,10.0
2202,Oregon,Tillamook County,50,99.3
2203,Oregon,Umatilla County,50,16.6
2204,Oregon,Union County,46,23.7
2205,Oregon,Wallowa County,45,20.6
2206,Oregon,Wasco County,50,16.3
2207,Oregon,Washington County,52,53.1
2208,Oregon,Wheeler County,48,11.9
2209,Oregon,Yamhill County,53,57.8
2210,Pennsylvania,Adams County,54,47.0
2211,Pennsylvania,Allegheny County,53,44.4
2212,Pennsylvania,Armstrong County,51,47.0
2213,Pennsylvania,Beaver County,52,40.7
2214,Pennsylvania,Bedford County,52,41.8
2215,Pennsylvania,Berks County,54,50.4
2216,Pennsylvania,Blair County,51,46.6
2217,Pennsylvania,Bradford County,48,49.4
2218,Pennsylvania,Bucks County,54,54.1
2219,Pennsylvania,Butler County,51,45.5
2220,Pennsylvania,Cambria County,49,49.7
2221,Pennsylvania,Cameron County,49,50.7
2222,Pennsylvania,Carbon County,49,59.9
2223,Pennsylvania,Centre County,50,49.7
2224,Pennsylvania,Chester County,55,53.3
2225,Pennsylvania,Clarion County,50,46.4
2226,Pennsylvania,Clearfield County,49,46.0
2227,Pennsylvania,Clinton County,50,49.0
2228,Pennsylvania,Columbia County,50,50.0
2229,Pennsylvania,Crawford County,50,44.0
2230,Pennsylvania,Cumberland County,54,47.0
2231,Pennsylvania,Dauphin County,53,51.6
2232,Pennsylvania,Delaware County,56,51.8
2233,Pennsylvania,Elk County,49,46.8
2234,Pennsylvania,Erie County,50,45.1
2235,Pennsylvania,Fayette County,51,48.8
2236,Pennsylvania,Forest County,49,48.1
2237,Pennsylvania,Franklin County,53,43.8
2238,Pennsylvania,Fulton County,53,42.4
2239,Pennsylvania,Greene County,52,45.5
2240,Pennsylvania,Huntingdon County,52,46.1
2241,Pennsylvania,Indiana County,50,48.4
2242,Pennsylvania,Jefferson County,49,43.8
2243,Pennsylvania,Juniata County,52,50.4
2244,Pennsylvania,Lackawanna County,49,53.7
2245,Pennsylvania,Lancaster County,54,52.9
2246,Pennsylvania,Lawrence County,51,43.6
2247,Pennsylvania,Lebanon County,53,53.6
2248,Pennsylvania,Lehigh County,53,54.5
2249,Pennsylvania,Luzerne County,49,54.1
2250,Pennsylvania,Lycoming County,50,51.4
2251,Pennsylvania,McKean County,48,47.9
2252,Pennsylvania,Mercer County,50,44.1
2253,Pennsylvania,Mifflin County,52,51.0
2254,Pennsylvania,Monroe County,49,64.0
2255,Pennsylvania,Montgomery County,55,54.0
2256,Pennsylvania,Montour County,51,48.3
2257,Pennsylvania,Northampton County,52,57.9
2258,Pennsylvania,Northumberland County,52,47.8
2259,Pennsylvania,Perry County,53,49.5
2260,Pennsylvania,Philadelphia County,56,54.7
2261,Pennsylvania,Pike County,48,56.0
2262,Pennsylvania,Potter County,48,50.9
2263,Pennsylvania,Schuylkill County,51,52.9
2264,Pennsylvania,Snyder County,52,50.3
2265,Pennsylvania,Somerset County,49,46.9
2266,Pennsylvania,Sullivan County,47,56.8
2267,Pennsylvania,Susquehanna County,48,50.8
2268,Pennsylvania,Tioga County,48,50.4
2269,Pennsylvania,Union County,51,48.7
2270,Pennsylvania,Venango County,50,46.7
2271,Pennsylvania,Warren County,49,49.8
2272,Pennsylvania,Washington County,52,44.4
2273,Pennsylvania,Wayne County,48,50.0
2274,Pennsylvania,Westmoreland County,52,50.4
2275,Pennsylvania,Wyoming County,49,53.8
2276,Pennsylvania,York County,54,49.9
2277,Rhode Island,Bristol County,53,59.0
2278,Rhode Island,Kent County,52,60.1
2279,Rhode Island,Newport County,53,56.9
2280,Rhode Island,Providence County,52,62.8
2281,Rhode Island,Washington County,53,54.4
2282,South Carolina,Abbeville County,62,51.1
2283,South Carolina,Aiken County,64,54.4
2284,South Carolina,Allendale County,64,55.2
2285,South Carolina,Anderson County,61,50.8
2286,South Carolina,Bamberg County,64,56.8
2287,South Carolina,Barnwell County,64,55.4
2288,South Carolina,Beaufort County,66,50.1
2289,South Carolina,Berkeley County,65,49.7
2290,South Carolina,Calhoun County,64,52.0
2291,South Carolina,Charleston County,66,52.6
2292,South Carolina,Cherokee County,60,45.4
2293,South Carolina,Chester County,61,41.2
2294,South Carolina,Chesterfield County,62,44.0
2295,South Carolina,Clarendon County,64,49.3
2296,South Carolina,Colleton County,65,55.0
2297,South Carolina,Darlington County,63,50.2
2298,South Carolina,Dillon County,64,51.0
2299,South Carolina,Dorchester County,65,52.1
2300,South Carolina,Edgefield County,63,49.1
2301,South Carolina,Fairfield County,62,44.4
2302,South Carolina,Florence County,64,51.6
2303,South Carolina,Georgetown County,64,53.3
2304,South Carolina,Greenville County,60,54.0
2305,South Carolina,Greenwood County,62,47.7
2306,South Carolina,Hampton County,65,55.6
2307,South Carolina,Horry County,64,55.0
2308,South Carolina,Jasper County,65,52.1
2309,South Carolina,Kershaw County,62,45.0
2310,South Carolina,Lancaster County,61,39.7
2311,South Carolina,Laurens County,62,44.4
2312,South Carolina,Lee County,63,48.6
2313,South Carolina,Lexington County,63,53.3
2314,South Carolina,McCormick County,63,48.4
2315,South Carolina,Marion County,64,54.4
2316,South Carolina,Marlboro County,63,47.0
2317,South Carolina,Newberry County,62,46.5
2318,South Carolina,Oconee County,60,61.0
2319,South Carolina,Orangeburg County,64,53.1
2320,South Carolina,Pickens County,60,61.5
2321,South Carolina,Richland County,63,50.0
2322,South Carolina,Saluda County,63,51.6
2323,South Carolina,Spartanburg County,61,48.0
2324,South Carolina,Sumter County,63,49.2
2325,South Carolina,Union County,61,43.8
2326,South Carolina,Williamsburg County,64,50.0
2327,South Carolina,York County,61,39.6
2328,South Dakota,Aurora County,49,18.0
2329,South Dakota,Beadle County,48,20.7
2330,South Dakota,Bennett County,49,18.4
2331,South Dakota,Bon Homme County,50,20.9
2332,South Dakota,Brookings County,46,24.2
2333,South Dakota,Brown County,46,20.3
2334,South Dakota,Brule County,50,18.1
2335,South Dakota,Buffalo County,49,19.0
2336,South Dakota,Butte County,48,12.2
2337,South Dakota,Campbell County,46,14.4
2338,South Dakota,Charles Mix County,50,19.4
2339,South Dakota,Clark County,46,24.8
2340,South Dakota,Clay County,49,22.1
2341,South Dakota,Codington County,45,28.4
2342,South Dakota,Corson County,47,15.7
2343,South Dakota,Custer County,47,16.9
2344,South Dakota,Davison County,49,19.0
2345,South Dakota,Day County,45,24.8
2346,South Dakota,Deuel County,46,27.9
2347,South Dakota,Dewey County,48,15.1
2348,South Dakota,Douglas County,49,19.2
2349,South Dakota,Edmunds County,46,17.5
2350,South Dakota,Fall River County,49,15.6
2351,South Dakota,Faulk County,47,18.8
2352,South Dakota,Grant County,46,30.2
2353,South Dakota,Gregory County,50,19.0
2354,South Dakota,Haakon County,49,13.2
2355,South Dakota,Hamlin County,46,26.6
2356,South Dakota,Hand County,48,20.2
2357,South Dakota,Hanson County,48,19.3
2358,South Dakota,Harding County,47,12.1
2359,South Dakota,Hughes County,49,15.5
2360,South Dakota,Hutchinson County,49,21.1
2361,South Dakota,Hyde County,48,17.2
2362,South Dakota,Jackson County,50,15.2
2363,South Dakota,Jerauld County,48,19.3
2364,South Dakota,Jones County,50,16.9
2365,South Dakota,Kingsbury County,47,23.1
2366,South Dakota,Lake County,47,21.0
2367,South Dakota,Lawrence County,45,20.0
2368,South Dakota,Lincoln County,48,26.9
2369,South Dakota,Lyman County,50,19.1
2370,South Dakota,McCook County,48,20.7
2371,South Dakota,McPherson County,45,16.0
2372,South Dakota,Marshall County,45,23.0
2373,South Dakota,Meade County,49,13.3
2374,South Dakota,Mellette County,50,17.8
2375,South Dakota,Miner County,47,19.6
2376,South Dakota,Minnehaha County,48,24.1
2377,South Dakota,Moody County,47,23.1
2378,South Dakota,Oglala Lakota County,50,15.4
2379,South Dakota,Pennington County,48,15.2
2380,South Dakota,Perkins County,47,13.9
2381,South Dakota,Potter County,47,15.0
2382,South Dakota,Roberts County,46,27.2
2383,South Dakota,Sanborn County,48,18.5
2384,South Dakota,Spink County,48,20.9
2385,South Dakota,Stanley County,49,14.2
2386,South Dakota,Sully County,48,14.6
2387,South Dakota,Todd County,50,19.5
2388,South Dakota,Tripp County,50,18.8
2389,South Dakota,Turner County,49,23.7
2390,South Dakota,Union County,49,22.5
2391,South Dakota,Walworth County,47,16.7
2392,South Dakota,Yankton County,50,21.7
2393,South Dakota,Ziebach County,48,14.0
2394,Tennessee,Anderson County,57,58.2
2395,Tennessee,Bedford County,59,70.1
2396,Tennessee,Benton County,59,54.1
2397,Tennessee,Bledsoe County,57,62.4
2398,Tennessee,Blount County,58,56.9
2399,Tennessee,Bradley County,60,62.1
2400,Tennessee,Campbell County,55,61.9
2401,Tennessee,Cannon County,58,66.0
2402,Tennessee,Carroll County,59,54.6
2403,Tennessee,Carter County,54,52.0
2404,Tennessee,Cheatham County,59,55.2
2405,Tennessee,Chester County,60,60.4
2406,Tennessee,Claiborne County,55,53.4
2407,Tennessee,Clay County,58,56.4
2408,Tennessee,Cocke County,57,54.8
2409,Tennessee,Coffee County,58,66.4
2410,Tennessee,Crockett County,59,54.0
2411,Tennessee,Cumberland County,55,59.0
2412,Tennessee,Davidson County,59,57.2
2413,Tennessee,Decatur County,60,61.8
2414,Tennessee,DeKalb County,58,62.0
2415,Tennessee,Dickson County,58,60.7
2416,Tennessee,Dyer County,59,49.7
2417,Tennessee,Fayette County,60,55.3
2418,Tennessee,Fentress County,56,62.9
2419,Tennessee,Franklin County,58,70.0
2420,Tennessee,Gibson County,59,55.0
2421,Tennessee,Giles County,59,68.0
2422,Tennessee,Grainger County,57,49.8
2423,Tennessee,Greene County,57,50.1
2424,Tennessee,Grundy County,56,66.3
2425,Tennessee,Hamblen County,58,46.8
2426,Tennessee,Hamilton County,60,61.5
2427,Tennessee,Hancock County,56,50.5
2428,Tennessee,Hardeman County,60,56.4
2429,Tennessee,Hardin County,60,68.0
2430,Tennessee,Hawkins County,57,48.9
2431,Tennessee,Haywood County,60,53.0
2432,Tennessee,Henderson County,59,58.3
2433,Tennessee,Henry County,58,53.0
2434,Tennessee,Hickman County,58,67.7
2435,Tennessee,Houston County,59,57.4
2436,Tennessee,Humphreys County,59,59.8
2437,Tennessee,Jackson County,58,60.6
2438,Tennessee,Jefferson County,58,50.5
2439,Tennessee,Johnson County,52,53.8
2440,Tennessee,Knox County,59,53.9
2441,Tennessee,Lake County,59,50.5
2442,Tennessee,Lauderdale County,60,48.2
2443,Tennessee,Lawrence County,59,68.1
2444,Tennessee,Lewis County,59,70.0
2445,Tennessee,Lincoln County,59,70.2
2446,Tennessee,Loudon County,59,53.0
2447,Tennessee,McMinn County,59,59.4
2448,Tennessee,McNairy County,60,64.5
2449,Tennessee,Macon County,57,56.2
2450,Tennessee,Madison County,60,56.5
2451,Tennessee,Marion County,58,69.3
2452,Tennessee,Marshall County,59,69.7
2453,Tennessee,Maury County,59,63.7
2454,Tennessee,Meigs County,59,58.3
2455,Tennessee,Monroe County,58,62.7
2456,Tennessee,Montgomery County,59,53.1
2457,Tennessee,Moore County,58,69.4
2458,Tennessee,Morgan County,56,59.0
2459,Tennessee,Obion County,58,55.9
2460,Tennessee,Overton County,57,59.5
2461,Tennessee,Perry County,59,66.6
2462,Tennessee,Pickett County,57,60.8
2463,Tennessee,Polk County,58,65.4
2464,Tennessee,Putnam County,57,61.0
2465,Tennessee,Rhea County,58,59.2
2466,Tennessee,Roane County,58,54.9
2467,Tennessee,Robertson County,58,53.7
2468,Tennessee,Rutherford County,59,65.8
2469,Tennessee,Scott County,55,63.1
2470,Tennessee,Sequatchie County,57,63.8
2471,Tennessee,Sevier County,56,61.0
2472,Tennessee,Shelby County,61,55.1
2473,Tennessee,Smith County,58,61.2
2474,Tennessee,Stewart County,59,53.3
2475,Tennessee,Sullivan County,57,47.8
2476,Tennessee,Sumner County,58,53.9
2477,Tennessee,Tipton County,61,52.2
2478,Tennessee,Trousdale County,58,54.3
2479,Tennessee,Unicoi County,53,54.5
2480,Tennessee,Union County,57,53.9
2481,Tennessee,Van Buren County,57,62.9
2482,Tennessee,Warren County,57,62.9
2483,Tennessee,Washington County,57,48.8
2484,Tennessee,Wayne County,60,68.3
2485,Tennessee,Weakley County,58,56.6
2486,Tennessee,White County,57,59.1
2487,Tennessee,Williamson County,59,57.9
2488,Tennessee,Wilson County,59,60.0
2489,Texas,Anderson County,65,47.5
2490,Texas,Andrews County,62,13.3
2491,Texas,Angelina County,67,57.3
2492,Texas,Aransas County,72,56.6
2493,Texas,Archer County,63,27.3
2494,Texas,Armstrong County,59,19.9
2495,Texas,Atascosa County,70,29.7
2496,Texas,Austin County,69,50.7
2497,Texas,Bailey County,58,17.8
2498,Texas,Bandera County,66,31.3
2499,Texas,Bastrop County,68,43.4
2500,Texas,Baylor County,63,26.2
2501,Texas,Bee County,71,42.2
2502,Texas,Bell County,66,31.1
2503,Texas,Bexar County,69,33.1
2504,Texas,Blanco County,66,34.5
2505,Texas,Borden County,62,22.0
2506,Texas,Bosque County,65,33.8
2507,Texas,Bowie County,63,52.0
2508,Texas,Brazoria County,71,59.8
2509,Texas,Brazos County,67,42.6
2510,Texas,Brewster County,66,11.4
2511,Texas,Briscoe County,60,20.1
2512,Texas,Brooks County,74,25.0
2513,Texas,Brown County,64,26.0
2514,Texas,Burleson County,67,44.1
2515,Texas,Burnet County,66,32.7
2516,Texas,Caldwell County,69,41.2
2517,Texas,Calhoun County,71,60.3
2518,Texas,Callahan County,63,30.0
2519,Texas,Cameron County,75,35.8
2520,Texas,Camp County,64,45.6
2521,Texas,Carson County,58,19.2
2522,Texas,Cass County,63,56.1
2523,Texas,Castro County,57,17.6
2524,Texas,Chambers County,70,60.8
2525,Texas,Cherokee County,65,51.0
2526,Texas,Childress County,62,20.9
2527,Texas,Clay County,63,29.6
2528,Texas,Cochran County,59,16.7
2529,Texas,Coke County,64,20.4
2530,Texas,Coleman County,64,26.0
2531,Texas,Collin County,64,41.3
2532,Texas,Collingsworth County,60,23.6
2533,Texas,Colorado County,70,56.3
2534,Texas,Comal County,67,36.0
2535,Texas,Comanche County,64,31.3
2536,Texas,Concho County,65,25.1
2537,Texas,Cooke County,63,36.3
2538,Texas,Coryell County,65,31.2
2539,Texas,Cottle County,63,21.4
2540,Texas,Crane County,66,11.0
2541,Texas,Crockett County,65,14.6
2542,Texas,Crosby County,61,19.8
2543,Texas,Culberson County,62,13.0
2544,Texas,Dallam County,55,12.6
2545,Texas,Dallas County,65,39.2
2546,Texas,Dawson County,61,18.0
2547,Texas,Deaf Smith County,57,15.0
2548,Texas,Delta County,64,46.3
2549,Texas,Denton County,64,37.0
2550,Texas,DeWitt County,70,45.9
2551,Texas,Dickens County,62,21.4
2552,Texas,Dimmit County,71,21.3
2553,Texas,Donley County,60,23.3
2554,Texas,Duval County,72,25.9
2555,Texas,Eastland County,63,34.7
2556,Texas,Ector County,64,11.8
2557,Texas,Edwards County,65,24.1
2558,Texas,Ellis County,65,40.1
2559,Texas,El Paso County,65,9.2
2560,Texas,Erath County,64,35.9
2561,Texas,Falls County,66,39.9
2562,Texas,Fannin County,63,41.1
2563,Texas,Fayette County,69,49.3
2564,Texas,Fisher County,63,25.0
2565,Texas,Floyd County,59,20.4
2566,Texas,Foard County,63,24.4
2567,Texas,Fort Bend County,70,59.0
2568,Texas,Franklin County,64,45.4
2569,Texas,Freestone County,65,41.5
2570,Texas,Frio County,70,24.8
2571,Texas,Gaines County,61,15.1
2572,Texas,Galveston County,71,58.7
2573,Texas,Garza County,62,21.0
2574,Texas,Gillespie County,65,30.5
2575,Texas,Glasscock County,63,18.0
2576,Texas,Goliad County,71,46.0
2577,Texas,Gonzales County,70,42.3
2578,Texas,Gray County,58,23.7
2579,Texas,Grayson County,63,43.3
2580,Texas,Gregg County,64,50.2
2581,Texas,Grimes County,68,47.4
2582,Texas,Guadalupe County,69,41.1
2583,Texas,Hale County,59,19.8
2584,Texas,Hall County,62,21.4
2585,Texas,Hamilton County,65,28.8
2586,Texas,Hansford County,58,17.0
2587,Texas,Hardeman County,62,24.5
2588,Texas,Hardin County,67,63.0
2589,Texas,Harris County,70,57.8
2590,Texas,Harrison County,64,54.4
2591,Texas,Hartley County,56,12.7
2592,Texas,Haskell County,63,26.3
2593,Texas,Hays County,67,38.0
2594,Texas,Hemphill County,58,22.0
2595,Texas,Henderson County,64,45.5
2596,Texas,Hidalgo County,75,31.0
2597,Texas,Hill County,65,35.6
2598,Texas,Hockley County,59,17.5
2599,Texas,Hood County,65,37.2
2600,Texas,Hopkins County,63,44.0
2601,Texas,Houston County,66,51.7
2602,Texas,Howard County,63,20.1
2603,Texas,Hudspeth County,62,11.6
2604,Texas,Hunt County,64,41.1
2605,Texas,Hutchinson County,59,17.1
2606,Texas,Irion County,64,21.9
2607,Texas,Jack County,63,34.5
2608,Texas,Jackson County,70,59.6
2609,Texas,Jasper County,66,64.9
2610,Texas,Jeff Davis County,62,14.8
2611,Texas,Jefferson County,69,65.4
2612,Texas,Jim Hogg County,73,22.6
2613,Texas,Jim Wells County,73,31.5
2614,Texas,Johnson County,65,32.9
2615,Texas,Jones County,63,24.9
2616,Texas,Karnes County,70,39.1
2617,Texas,Kaufman County,65,42.9
2618,Texas,Kendall County,66,34.5
2619,Texas,Kenedy County,74,29.2
2620,Texas,Kent County,63,22.1
2621,Texas,Kerr County,65,31.0
2622,Texas,Kimble County,65,25.5
2623,Texas,King County,63,21.4
2624,Texas,Kinney County,69,19.2
2625,Texas,Kleberg County,73,27.5
2626,Texas,Knox County,63,24.6
2627,Texas,Lamar County,63,45.4
2628,Texas,Lamb County,58,18.5
2629,Texas,Lampasas County,65,31.6
2630,Texas,La Salle County,71,23.6
2631,Texas,Lavaca County,70,49.8
2632,Texas,Lee County,67,46.1
2633,Texas,Leon County,65,43.8
2634,Texas,Liberty County,69,59.4
2635,Texas,Limestone County,65,41.1
2636,Texas,Lipscomb County,57,21.3
2637,Texas,Live Oak County,71,34.2
2638,Texas,Llano County,66,28.7
2639,Texas,Loving County,65,9.8
2640,Texas,Lubbock County,60,19.0
2641,Texas,Lynn County,61,18.4
2642,Texas,McCulloch County,65,28.0
2643,Texas,McLennan County,66,35.8
2644,Texas,McMullen County,71,29.3
2645,Texas,Madison County,66,46.3
2646,Texas,Marion County,64,56.7
2647,Texas,Martin County,63,16.5
2648,Texas,Mason County,65,25.1
2649,Texas,Matagorda County,70,61.8
2650,Texas,Maverick County,71,19.0
2651,Texas,Medina County,69,26.8
2652,Texas,Menard County,64,25.6
2653,Texas,Midland County,64,14.2
2654,Texas,Milam County,67,39.0
2655,Texas,Mills County,65,26.6
2656,Texas,Mitchell County,63,23.0
2657,Texas,Montague County,63,30.3
2658,Texas,Montgomery County,69,55.9
2659,Texas,Moore County,58,14.9
2660,Texas,Morris County,64,50.1
2661,Texas,Motley County,61,21.0
2662,Texas,Nacogdoches County,66,52.9
2663,Texas,Navarro County,65,40.0
2664,Texas,Newton County,67,67.4
2665,Texas,Nolan County,63,26.6
2666,Texas,Nueces County,73,38.2
2667,Texas,Ochiltree County,57,19.1
2668,Texas,Oldham County,57,12.7
2669,Texas,Orange County,68,66.7
2670,Texas,Palo Pinto County,64,39.1
2671,Texas,Panola County,64,54.2
2672,Texas,Parker County,64,36.4
2673,Texas,Parmer County,57,16.7
2674,Texas,Pecos County,65,11.5
2675,Texas,Polk County,67,58.6
2676,Texas,Potter County,58,16.3
2677,Texas,Presidio County,65,12.8
2678,Texas,Rains County,64,42.9
2679,Texas,Randall County,58,19.0
2680,Texas,Reagan County,64,17.0
2681,Texas,Real County,66,27.0
2682,Texas,Red River County,63,50.6
2683,Texas,Reeves County,65,11.8
2684,Texas,Refugio County,71,54.5
2685,Texas,Roberts County,59,21.1
2686,Texas,Robertson County,66,43.9
2687,Texas,Rockwall County,64,39.8
2688,Texas,Runnels County,64,24.8
2689,Texas,Rusk County,64,50.5
2690,Texas,Sabine County,66,63.8
2691,Texas,San Augustine County,66,62.7
2692,Texas,San Jacinto County,68,58.1
2693,Texas,San Patricio County,72,47.1
2694,Texas,San Saba County,65,28.0
2695,Texas,Schleicher County,64,24.3
2696,Texas,Scurry County,63,25.5
2697,Texas,Shackelford County,63,29.1
2698,Texas,Shelby County,65,56.3
2699,Texas,Sherman County,57,14.0
2700,Texas,Smith County,64,49.8
2701,Texas,Somervell County,65,39.5
2702,Texas,Starr County,74,21.8
2703,Texas,Stephens County,63,34.2
2704,Texas,Sterling County,63,19.4
2705,Texas,Stonewall County,63,22.1
2706,Texas,Sutton County,65,23.1
2707,Texas,Swisher County,58,18.6
2708,Texas,Tarrant County,65,33.0
2709,Texas,Taylor County,63,26.7
2710,Texas,Terrell County,67,10.2
2711,Texas,Terry County,60,16.2
2712,Texas,Throckmorton County,63,28.2
2713,Texas,Titus County,64,47.4
2714,Texas,Tom Green County,64,23.7
2715,Texas,Travis County,67,38.9
2716,Texas,Trinity County,67,55.1
2717,Texas,Tyler County,66,62.2
2718,Texas,Upshur County,64,49.7
2719,Texas,Upton County,65,12.0
2720,Texas,Uvalde County,69,23.7
2721,Texas,Val Verde County,68,13.3
2722,Texas,Van Zandt County,64,44.8
2723,Texas,Victoria County,71,52.9
2724,Texas,Walker County,67,53.1
2725,Texas,Waller County,69,50.6
2726,Texas,Ward County,66,9.8
2727,Texas,Washington County,68,46.4
2728,Texas,Webb County,72,19.7
2729,Texas,Wharton County,70,63.0
2730,Texas,Wheeler County,59,24.0
2731,Texas,Wichita County,63,28.8
2732,Texas,Wilbarger County,63,27.5
2733,Texas,Willacy County,74,35.0
2734,Texas,Williamson County,67,35.1
2735,Texas,Wilson County,69,37.0
2736,Texas,Winkler County,64,10.0
2737,Texas,Wise County,64,33.0
2738,Texas,Wood County,64,44.5
2739,Texas,Yoakum County,60,15.0
2740,Texas,Young County,63,31.4
2741,Texas,Zapata County,74,16.0
2742,Texas,Zavala County,71,22.1
2743,Utah,Beaver County,50,11.4
2744,Utah,Box Elder County,49,9.9
2745,Utah,Cache County,45,22.8
2746,Utah,Carbon County,46,15.5
2747,Utah,Daggett County,42,15.0
2748,Utah,Davis County,50,21.7
2749,Utah,Duchesne County,43,17.6
2750,Utah,Emery County,51,9.2
2751,Utah,Garfield County,49,12.2
2752,Utah,Grand County,52,11.4
2753,Utah,Iron County,50,13.4
2754,Utah,Juab County,51,10.5
2755,Utah,Kane County,54,10.3
2756,Utah,Millard County,52,9.6
2757,Utah,Morgan County,45,22.3
2758,Utah,Piute County,44,15.8
2759,Utah,Rich County,42,14.2
2760,Utah,Salt Lake County,50,19.9
2761,Utah,San Juan County,53,9.2
2762,Utah,Sanpete County,45,16.7
2763,Utah,Sevier County,46,15.6
2764,Utah,Summit County,40,25.3
2765,Utah,Tooele County,52,8.7
2766,Utah,Uintah County,47,12.0
2767,Utah,Utah County,48,17.0
2768,Utah,Wasatch County,42,23.6
2769,Utah,Washington County,57,13.2
2770,Utah,Wayne County,51,9.9
2771,Utah,Weber County,47,20.9
2772,Vermont,Addison County,46,36.8
2773,Vermont,Bennington County,45,56.0
2774,Vermont,Caledonia County,43,35.0
2775,Vermont,Chittenden County,47,33.2
2776,Vermont,Essex County,42,35.0
2777,Vermont,Franklin County,46,34.3
2778,Vermont,Grand Isle County,48,32.8
2779,Vermont,Lamoille County,44,36.8
2780,Vermont,Orange County,45,41.0
2781,Vermont,Orleans County,43,36.5
2782,Vermont,Rutland County,45,42.7
2783,Vermont,Washington County,44,37.2
2784,Vermont,Windham County,46,59.7
2785,Vermont,Windsor County,45,45.4
2786,Virginia,Accomack County,59,47.0
2787,Virginia,Albemarle County,57,46.5
2788,Virginia,Alleghany County,53,45.6
2789,Virginia,Amelia County,59,50.0
2790,Virginia,Amherst County,56,51.4
2791,Virginia,Appomattox County,57,50.1
2792,Virginia,Arlington County,58,52.0
2793,Virginia,Augusta County,54,45.9
2794,Virginia,Bath County,52,45.9
2795,Virginia,Bedford County,57,49.0
2796,Virginia,Bland County,52,44.1
