,State,County,Temperature,Precipitation,Avg Condition,Target,Nitrogen,Phosphorus,Potasium,pH,Humidity
2429,Tennessee,Hardin County,16,431.75,223.875,rice,97.0,59.0,43.0,84.0,6.3
2430,Tennessee,Hawkins County,14,310.5,162.25,coconut,40.0,22.0,29.0,100.0,5.7
2431,Tennessee,Haywood County,16,336.5,176.25,coffee,91.0,21.0,26.0,57.4,7.3
2432,Tennessee,Henderson County,15,370.25,192.625,rice,97.0,59.0,43.0,84.0,6.3
2433,Tennessee,Henry County,14,336.5,175.25,coconut,40.0,22.0,29.0,100.0,5.7
2434,Tennessee,Hickman County,14,430.0,222.0,rice,97.0,59.0,43.0,84.0,6.3
2435,Tennessee,Houston County,15,364.5,189.75,rice,97.0,59.0,43.0,84.0,6.3
2436,Tennessee,Humphreys County,15,379.75,197.375,rice,97.0,59.0,43.0,84.0,6.3
2437,Tennessee,Jackson County,14,384.75,199.375,rice,97.0,59.0,43.0,84.0,6.3
2438,Tennessee,Jefferson County,14,320.75,167.375,coconut,40.0,22.0,29.0,100.0,5.7
2439,Tennessee,Johnson County,11,341.75,176.375,coffee,91.0,21.0,26.0,57.4,7.3
2440,Tennessee,Knox County,15,342.25,178.625,coffee,91.0,21.0,26.0,57.4,7.3
2441,Tennessee,Lake County,15,320.75,167.875,coconut,40.0,22.0,29.0,100.0,5.7
2442,Tennessee,Lauderdale County,16,306.0,161.0,coconut,40.0,22.0,29.0,100.0,5.7
2443,Tennessee,Lawrence County,15,432.5,223.75,rice,97.0,59.0,43.0,84.0,6.3
2444,Tennessee,Lewis County,15,444.5,229.75,,,,,,
2445,Tennessee,Lincoln County,15,445.75,230.375,,,,,,
2446,Tennessee,Loudon County,15,336.5,175.75,coconut,40.0,22.0,29.0,100.0,5.7
2447,Tennessee,McMinn County,15,377.25,196.125,rice,97.0,59.0,43.0,84.0,6.3
2448,Tennessee,McNairy County,16,409.5,212.75,rice,97.0,59.0,43.0,84.0,6.3
2449,Tennessee,Macon County,14,356.75,185.375,rice,97.0,59.0,43.0,84.0,6.3
2450,Tennessee,Madison County,16,358.75,187.375,rice,97.0,59.0,43.0,84.0,6.3
2451,Tennessee,Marion County,14,440.0,227.0,,,,,,
2452,Tennessee,Marshall County,15,442.5,228.75,,,,,,
2453,Tennessee,Maury County,15,404.5,209.75,rice,97.0,59.0,43.0,84.0,6.3
2454,Tennessee,Meigs County,15,370.25,192.625,rice,97.0,59.0,43.0,84.0,6.3
2455,Tennessee,Monroe County,14,398.25,206.125,rice,97.0,59.0,43.0,84.0,6.3
2456,Tennessee,Montgomery County,15,337.25,176.125,coffee,91.0,21.0,26.0,57.4,7.3
2457,Tennessee,Moore County,14,440.75,227.375,,,,,,
2458,Tennessee,Morgan County,13,374.75,193.875,rice,97.0,59.0,43.0,84.0,6.3
2459,Tennessee,Obion County,14,355.0,184.5,rice,97.0,59.0,43.0,84.0,6.3
2460,Tennessee,Overton County,14,377.75,195.875,rice,97.0,59.0,43.0,84.0,6.3
2461,Tennessee,Perry County,15,423.0,219.0,rice,97.0,59.0,43.0,84.0,6.3
2462,Tennessee,Pickett County,14,386.0,200.0,rice,97.0,59.0,43.0,84.0,6.3
2463,Tennessee,Polk County,14,415.25,214.625,rice,97.0,59.0,43.0,84.0,6.3
2464,Tennessee,Putnam County,14,387.25,200.625,rice,97.0,59.0,43.0,84.0,6.3
2465,Tennessee,Rhea County,14,376.0,195.0,rice,97.0,59.0,43.0,84.0,6.3
2466,Tennessee,Roane County,14,348.5,181.25,coffee,91.0,21.0,26.0,57.4,7.3
2467,Tennessee,Robertson County,14,341.0,177.5,coffee,91.0,21.0,26.0,57.4,7.3
2468,Tennessee,Rutherford County,15,417.75,216.375,rice,97.0,59.0,43.0,84.0,6.3
2469,Tennessee,Scott County,13,400.75,206.875,rice,97.0,59.0,43.0,84.0,6.3
2470,Tennessee,Sequatchie County,14,405.25,209.625,rice,97.0,59.0,43.0,84.0,6.3
2471,Tennessee,Sevier County,13,387.25,200.125,rice,97.0,59.0,43.0,84.0,6.3
2472,Tennessee,Shelby County,16,350.0,183.0,coffee,91.0,21.0,26.0,57.4,7.3
2473,Tennessee,Smith County,14,388.5,201.25,rice,97.0,59.0,43.0,84.0,6.3
2474,Tennessee,Stewart County,15,338.5,176.75,coffee,91.0,21.0,26.0,57.4,7.3
2475,Tennessee,Sullivan County,14,303.5,158.75,coconut,40.0,22.0,29.0,100.0,5.7
2476,Tennessee,Sumner County,14,342.25,178.125,coffee,91.0,21.0,26.0,57.4,7.3
2477,Tennessee,Tipton County,16,331.5,173.75,coconut,40.0,22.0,29.0,100.0,5.7
2478,Tennessee,Trousdale County,14,344.75,179.375,coffee,91.0,21.0,26.0,57.4,7.3
2479,Tennessee,Unicoi County,12,346.0,179.0,coffee,91.0,21.0,26.0,57.4,7.3
2480,Tennessee,Union County,14,342.25,178.125,coffee,91.0,21.0,26.0,57.4,7.3
2481,Tennessee,Van Buren County,14,399.5,206.75,rice,97.0,59.0,43.0,84.0,6.3
2482,Tennessee,Warren County,14,399.5,206.75,rice,97.0,59.0,43.0,84.0,6.3
2483,Tennessee,Washington County,14,310.0,162.0,coconut,40.0,22.0,29.0,100.0,5.7
2484,Tennessee,Wayne County,16,433.75,224.875,,,,,,
2485,Tennessee,Weakley County,14,359.5,186.75,rice,97.0,59.0,43.0,84.0,6.3
2486,Tennessee,White County,14,375.25,194.625,rice,97.0,59.0,43.0,84.0,6.3
2487,Tennessee,Williamson County,15,367.75,191.375,rice,97.0,59.0,43.0,84.0,6.3
2488,Tennessee,Wilson County,15,381.0,198.0,rice,97.0,59.0,43.0,84.0,6.3
2489,Texas,Anderson County,18,301.5,159.75,coconut,40.0,22.0,29.0,100.0,5.7
2490,Texas,Andrews County,17,84.5,50.75,apple,33.0,143.0,204.0,92.0,5.8
2491,Texas,Angelina County,19,363.75,191.375,rice,97.0,59.0,43.0,84.0,6.3
2492,Texas,Aransas County,22,359.5,190.75,rice,97.0,59.0,43.0,84.0,6.3
2493,Texas,Archer County,17,173.25,95.125,apple,33.0,143.0,204.0,92.0,5.8
2494,Texas,Armstrong County,15,126.25,70.625,apple,33.0,143.0,204.0,92.0,5.8
2495,Texas,Atascosa County,21,188.5,104.75,apple,33.0,143.0,204.0,92.0,5.8
2496,Texas,Austin County,21,322.0,171.5,coconut,40.0,22.0,29.0,100.0,5.7
2497,Texas,Bailey County,14,113.0,63.5,apple,33.0,143.0,204.0,92.0,5.8
2498,Texas,Bandera County,19,198.75,108.875,apple,33.0,143.0,204.0,92.0,5.8
2499,Texas,Bastrop County,20,275.5,147.75,coconut,40.0,22.0,29.0,100.0,5.7
2500,Texas,Baylor County,17,166.25,91.625,apple,33.0,143.0,204.0,92.0,5.8
2501,Texas,Bee County,22,268.0,145.0,apple,33.0,143.0,204.0,92.0,5.8
2502,Texas,Bell County,19,197.5,108.25,apple,33.0,143.0,204.0,92.0,5.8
2503,Texas,Bexar County,21,210.25,115.625,apple,33.0,143.0,204.0,92.0,5.8
2504,Texas,Blanco County,19,219.0,119.0,apple,33.0,143.0,204.0,92.0,5.8
2505,Texas,Borden County,17,139.75,78.375,apple,33.0,143.0,204.0,92.0,5.8
2506,Texas,Bosque County,18,214.75,116.375,apple,33.0,143.0,204.0,92.0,5.8
2507,Texas,Bowie County,17,330.25,173.625,coconut,40.0,22.0,29.0,100.0,5.7
2508,Texas,Brazoria County,22,379.75,200.875,rice,97.0,59.0,43.0,84.0,6.3
2509,Texas,Brazos County,19,270.5,144.75,apple,33.0,143.0,204.0,92.0,5.8
2510,Texas,Brewster County,19,72.5,45.75,apple,33.0,143.0,204.0,92.0,5.8
2511,Texas,Briscoe County,16,127.75,71.875,apple,33.0,143.0,204.0,92.0,5.8
2512,Texas,Brooks County,23,158.75,90.875,apple,33.0,143.0,204.0,92.0,5.8
2513,Texas,Brown County,18,165.0,91.5,apple,33.0,143.0,204.0,92.0,5.8
2514,Texas,Burleson County,19,280.0,149.5,coconut,40.0,22.0,29.0,100.0,5.7
2515,Texas,Burnet County,19,207.75,113.375,apple,33.0,143.0,204.0,92.0,5.8
2516,Texas,Caldwell County,21,261.5,141.25,apple,33.0,143.0,204.0,92.0,5.8
2517,Texas,Calhoun County,22,383.0,202.5,rice,97.0,59.0,43.0,84.0,6.3
2518,Texas,Callahan County,17,190.5,103.75,apple,33.0,143.0,204.0,92.0,5.8
2519,Texas,Cameron County,24,227.25,125.625,apple,33.0,143.0,204.0,92.0,5.8
2520,Texas,Camp County,18,289.5,153.75,coconut,40.0,22.0,29.0,100.0,5.7
2521,Texas,Carson County,14,122.0,68.0,apple,33.0,143.0,204.0,92.0,5.8
2522,Texas,Cass County,17,356.25,186.625,rice,97.0,59.0,43.0,84.0,6.3
2523,Texas,Castro County,14,111.75,62.875,apple,33.0,143.0,204.0,92.0,5.8
2524,Texas,Chambers County,21,386.0,203.5,rice,97.0,59.0,43.0,84.0,6.3
2525,Texas,Cherokee County,18,323.75,170.875,coconut,40.0,22.0,29.0,100.0,5.7
2526,Texas,Childress County,17,132.75,74.875,apple,33.0,143.0,204.0,92.0,5.8
2527,Texas,Clay County,17,188.0,102.5,apple,33.0,143.0,204.0,92.0,5.8
2528,Texas,Cochran County,15,106.0,60.5,apple,33.0,143.0,204.0,92.0,5.8
2529,Texas,Coke County,18,129.5,73.75,apple,33.0,143.0,204.0,92.0,5.8
2530,Texas,Coleman County,18,165.0,91.5,apple,33.0,143.0,204.0,92.0,5.8
2531,Texas,Collin County,18,262.25,140.125,apple,33.0,143.0,204.0,92.0,5.8
2532,Texas,Collingsworth County,16,149.75,82.875,apple,33.0,143.0,204.0,92.0,5.8
2533,Texas,Colorado County,21,357.5,189.25,rice,97.0,59.0,43.0,84.0,6.3
2534,Texas,Comal County,19,228.5,123.75,apple,33.0,143.0,204.0,92.0,5.8
2535,Texas,Comanche County,18,198.75,108.375,apple,33.0,143.0,204.0,92.0,5.8
2536,Texas,Concho County,18,159.5,88.75,apple,33.0,143.0,204.0,92.0,5.8
2537,Texas,Cooke County,17,230.5,123.75,apple,33.0,143.0,204.0,92.0,5.8
2538,Texas,Coryell County,18,198.0,108.0,apple,33.0,143.0,204.0,92.0,5.8
2539,Texas,Cottle County,17,136.0,76.5,apple,33.0,143.0,204.0,92.0,5.8
2540,Texas,Crane County,19,69.75,44.375,apple,33.0,143.0,204.0,92.0,5.8
2541,Texas,Crockett County,18,92.75,55.375,apple,33.0,143.0,204.0,92.0,5.8
2542,Texas,Crosby County,16,125.75,70.875,apple,33.0,143.0,204.0,92.0,5.8
2543,Texas,Culberson County,17,82.5,49.75,apple,33.0,143.0,204.0,92.0,5.8
2544,Texas,Dallam County,13,80.0,46.5,apple,33.0,143.0,204.0,92.0,5.8
2545,Texas,Dallas County,18,249.0,133.5,apple,33.0,143.0,204.0,92.0,5.8
2546,Texas,Dawson County,16,114.25,65.125,apple,33.0,143.0,204.0,92.0,5.8
2547,Texas,Deaf Smith County,14,95.25,54.625,apple,33.0,143.0,204.0,92.0,5.8
2548,Texas,Delta County,18,294.0,156.0,coconut,40.0,22.0,29.0,100.0,5.7
2549,Texas,Denton County,18,235.0,126.5,apple,33.0,143.0,204.0,92.0,5.8
2550,Texas,DeWitt County,21,291.5,156.25,coconut,40.0,22.0,29.0,100.0,5.7
2551,Texas,Dickens County,17,136.0,76.5,apple,33.0,143.0,204.0,92.0,5.8
2552,Texas,Dimmit County,22,135.25,78.625,apple,33.0,143.0,204.0,92.0,5.8
2553,Texas,Donley County,16,148.0,82.0,apple,33.0,143.0,204.0,92.0,5.8
2554,Texas,Duval County,22,164.5,93.25,apple,33.0,143.0,204.0,92.0,5.8
2555,Texas,Eastland County,17,220.25,118.625,apple,33.0,143.0,204.0,92.0,5.8
2556,Texas,Ector County,18,75.0,46.5,apple,33.0,143.0,204.0,92.0,5.8
2557,Texas,Edwards County,18,153.0,85.5,apple,33.0,143.0,204.0,92.0,5.8
2558,Texas,Ellis County,18,254.75,136.375,apple,33.0,143.0,204.0,92.0,5.8
2559,Texas,El Paso County,18,58.5,38.25,apple,33.0,143.0,204.0,92.0,5.8
2560,Texas,Erath County,18,228.0,123.0,apple,33.0,143.0,204.0,92.0,5.8
2561,Texas,Falls County,19,253.25,136.125,apple,33.0,143.0,204.0,92.0,5.8
2562,Texas,Fannin County,17,261.0,139.0,apple,33.0,143.0,204.0,92.0,5.8
2563,Texas,Fayette County,21,313.0,167.0,coconut,40.0,22.0,29.0,100.0,5.7
2564,Texas,Fisher County,17,158.75,87.875,apple,33.0,143.0,204.0,92.0,5.8
2565,Texas,Floyd County,15,129.5,72.25,apple,33.0,143.0,204.0,92.0,5.8
2566,Texas,Foard County,17,155.0,86.0,apple,33.0,143.0,204.0,92.0,5.8
2567,Texas,Fort Bend County,21,374.75,197.875,rice,97.0,59.0,43.0,84.0,6.3
2568,Texas,Franklin County,18,288.25,153.125,coconut,40.0,22.0,29.0,100.0,5.7
2569,Texas,Freestone County,18,263.5,140.75,apple,33.0,143.0,204.0,92.0,5.8
2570,Texas,Frio County,21,157.5,89.25,apple,33.0,143.0,204.0,92.0,5.8
2571,Texas,Gaines County,16,96.0,56.0,apple,33.0,143.0,204.0,92.0,5.8
2572,Texas,Galveston County,22,372.75,197.375,rice,97.0,59.0,43.0,84.0,6.3
2573,Texas,Garza County,17,133.25,75.125,apple,33.0,143.0,204.0,92.0,5.8
2574,Texas,Gillespie County,18,193.75,105.875,apple,33.0,143.0,204.0,92.0,5.8
2575,Texas,Glasscock County,17,114.25,65.625,apple,33.0,143.0,204.0,92.0,5.8
2576,Texas,Goliad County,22,292.0,157.0,coconut,40.0,22.0,29.0,100.0,5.7
2577,Texas,Gonzales County,21,268.5,144.75,apple,33.0,143.0,204.0,92.0,5.8
2578,Texas,Gray County,14,150.5,82.25,apple,33.0,143.0,204.0,92.0,5.8
2579,Texas,Grayson County,17,275.0,146.0,apple,33.0,143.0,204.0,92.0,5.8
2580,Texas,Gregg County,18,318.75,168.375,coconut,40.0,22.0,29.0,100.0,5.7
2581,Texas,Grimes County,20,301.0,160.5,coconut,40.0,22.0,29.0,100.0,5.7
2582,Texas,Guadalupe County,21,261.0,141.0,apple,33.0,143.0,204.0,92.0,5.8
2583,Texas,Hale County,15,125.75,70.375,apple,33.0,143.0,204.0,92.0,5.8
2584,Texas,Hall County,17,136.0,76.5,apple,33.0,143.0,204.0,92.0,5.8
2585,Texas,Hamilton County,18,183.0,100.5,apple,33.0,143.0,204.0,92.0,5.8
2586,Texas,Hansford County,14,108.0,61.0,apple,33.0,143.0,204.0,92.0,5.8
2587,Texas,Hardeman County,17,155.5,86.25,apple,33.0,143.0,204.0,92.0,5.8
2588,Texas,Hardin County,19,400.0,209.5,rice,97.0,59.0,43.0,84.0,6.3
2589,Texas,Harris County,21,367.0,194.0,rice,97.0,59.0,43.0,84.0,6.3
2590,Texas,Harrison County,18,345.5,181.75,coffee,91.0,21.0,26.0,57.4,7.3
2591,Texas,Hartley County,13,80.75,46.875,apple,33.0,143.0,204.0,92.0,5.8
2592,Texas,Haskell County,17,167.0,92.0,apple,33.0,143.0,204.0,92.0,5.8
2593,Texas,Hays County,19,241.25,130.125,apple,33.0,143.0,204.0,92.0,5.8
2594,Texas,Hemphill County,14,139.75,76.875,apple,33.0,143.0,204.0,92.0,5.8
2595,Texas,Henderson County,18,289.0,153.5,coconut,40.0,22.0,29.0,100.0,5.7
2596,Texas,Hidalgo County,24,196.75,110.375,apple,33.0,143.0,204.0,92.0,5.8
2597,Texas,Hill County,18,226.0,122.0,apple,33.0,143.0,204.0,92.0,5.8
2598,Texas,Hockley County,15,111.0,63.0,apple,33.0,143.0,204.0,92.0,5.8
2599,Texas,Hood County,18,236.25,127.125,apple,33.0,143.0,204.0,92.0,5.8
2600,Texas,Hopkins County,17,279.5,148.25,coconut,40.0,22.0,29.0,100.0,5.7
2601,Texas,Houston County,19,328.25,173.625,coconut,40.0,22.0,29.0,100.0,5.7
2602,Texas,Howard County,17,127.75,72.375,apple,33.0,143.0,204.0,92.0,5.8
2603,Texas,Hudspeth County,17,73.75,45.375,apple,33.0,143.0,204.0,92.0,5.8
2604,Texas,Hunt County,18,261.0,139.5,apple,33.0,143.0,204.0,92.0,5.8
2605,Texas,Hutchinson County,15,108.5,61.75,apple,33.0,143.0,204.0,92.0,5.8
2606,Texas,Irion County,18,139.0,78.5,apple,33.0,143.0,204.0,92.0,5.8
2607,Texas,Jack County,17,219.0,118.0,apple,33.0,143.0,204.0,92.0,5.8
2608,Texas,Jackson County,21,378.5,199.75,rice,97.0,59.0,43.0,84.0,6.3
2609,Texas,Jasper County,19,412.0,215.5,rice,97.0,59.0,43.0,84.0,6.3
2610,Texas,Jeff Davis County,17,94.0,55.5,apple,33.0,143.0,204.0,92.0,5.8
2611,Texas,Jefferson County,21,415.25,218.125,rice,97.0,59.0,43.0,84.0,6.3
2612,Texas,Jim Hogg County,23,143.5,83.25,apple,33.0,143.0,204.0,92.0,5.8
2613,Texas,Jim Wells County,23,200.0,111.5,apple,33.0,143.0,204.0,92.0,5.8
2614,Texas,Johnson County,18,209.0,113.5,apple,33.0,143.0,204.0,92.0,5.8
2615,Texas,Jones County,17,158.0,87.5,apple,33.0,143.0,204.0,92.0,5.8
2616,Texas,Karnes County,21,248.25,134.625,apple,33.0,143.0,204.0,92.0,5.8
2617,Texas,Kaufman County,18,272.5,145.25,apple,33.0,143.0,204.0,92.0,5.8
2618,Texas,Kendall County,19,219.0,119.0,apple,33.0,143.0,204.0,92.0,5.8
2619,Texas,Kenedy County,23,185.5,104.25,apple,33.0,143.0,204.0,92.0,5.8
2620,Texas,Kent County,17,140.25,78.625,apple,33.0,143.0,204.0,92.0,5.8
2621,Texas,Kerr County,18,196.75,107.375,apple,33.0,143.0,204.0,92.0,5.8
2622,Texas,Kimble County,18,162.0,90.0,apple,33.0,143.0,204.0,92.0,5.8
2623,Texas,King County,17,136.0,76.5,apple,33.0,143.0,204.0,92.0,5.8
2624,Texas,Kinney County,21,122.0,71.5,apple,33.0,143.0,204.0,92.0,5.8
2625,Texas,Kleberg County,23,174.5,98.75,apple,33.0,143.0,204.0,92.0,5.8
2626,Texas,Knox County,17,156.25,86.625,apple,33.0,143.0,204.0,92.0,5.8
2627,Texas,Lamar County,17,288.25,152.625,coconut,40.0,22.0,29.0,100.0,5.7
2628,Texas,Lamb County,14,117.5,65.75,apple,33.0,143.0,204.0,92.0,5.8
2629,Texas,Lampasas County,18,200.75,109.375,apple,33.0,143.0,204.0,92.0,5.8
2630,Texas,La Salle County,22,149.75,85.875,apple,33.0,143.0,204.0,92.0,5.8
2631,Texas,Lavaca County,21,316.25,168.625,coconut,40.0,22.0,29.0,100.0,5.7
2632,Texas,Lee County,19,292.75,155.875,coconut,40.0,22.0,29.0,100.0,5.7
2633,Texas,Leon County,18,278.25,148.125,coconut,40.0,22.0,29.0,100.0,5.7
2634,Texas,Liberty County,21,377.25,199.125,rice,97.0,59.0,43.0,84.0,6.3
2635,Texas,Limestone County,18,261.0,139.5,apple,33.0,143.0,204.0,92.0,5.8
2636,Texas,Lipscomb County,14,135.25,74.625,apple,33.0,143.0,204.0,92.0,5.8
2637,Texas,Live Oak County,22,217.25,119.625,apple,33.0,143.0,204.0,92.0,5.8
2638,Texas,Llano County,19,182.25,100.625,apple,33.0,143.0,204.0,92.0,5.8
2639,Texas,Loving County,18,62.25,40.125,apple,33.0,143.0,204.0,92.0,5.8
2640,Texas,Lubbock County,16,120.75,68.375,apple,33.0,143.0,204.0,92.0,5.8
2641,Texas,Lynn County,16,116.75,66.375,apple,33.0,143.0,204.0,92.0,5.8
2642,Texas,McCulloch County,18,177.75,97.875,apple,33.0,143.0,204.0,92.0,5.8
2643,Texas,McLennan County,19,227.25,123.125,apple,33.0,143.0,204.0,92.0,5.8
2644,Texas,McMullen County,22,186.0,104.0,apple,33.0,143.0,204.0,92.0,5.8
2645,Texas,Madison County,19,294.0,156.5,coconut,40.0,22.0,29.0,100.0,5.7
2646,Texas,Marion County,18,360.0,189.0,rice,97.0,59.0,43.0,84.0,6.3
2647,Texas,Martin County,17,104.75,60.875,apple,33.0,143.0,204.0,92.0,5.8
2648,Texas,Mason County,18,159.5,88.75,apple,33.0,143.0,204.0,92.0,5.8
2649,Texas,Matagorda County,21,392.5,206.75,rice,97.0,59.0,43.0,84.0,6.3
2650,Texas,Maverick County,22,120.75,71.375,apple,33.0,143.0,204.0,92.0,5.8
2651,Texas,Medina County,21,170.25,95.625,apple,33.0,143.0,204.0,92.0,5.8
2652,Texas,Menard County,18,162.5,90.25,apple,33.0,143.0,204.0,92.0,5.8
2653,Texas,Midland County,18,90.25,54.125,apple,33.0,143.0,204.0,92.0,5.8
2654,Texas,Milam County,19,247.75,133.375,apple,33.0,143.0,204.0,92.0,5.8
2655,Texas,Mills County,18,169.0,93.5,apple,33.0,143.0,204.0,92.0,5.8
2656,Texas,Mitchell County,17,146.0,81.5,apple,33.0,143.0,204.0,92.0,5.8
2657,Texas,Montague County,17,192.5,104.75,apple,33.0,143.0,204.0,92.0,5.8
2658,Texas,Montgomery County,21,355.0,188.0,rice,97.0,59.0,43.0,84.0,6.3
2659,Texas,Moore County,14,94.5,54.25,apple,33.0,143.0,204.0,92.0,5.8
2660,Texas,Morris County,18,318.25,168.125,coconut,40.0,22.0,29.0,100.0,5.7
2661,Texas,Motley County,16,133.25,74.625,apple,33.0,143.0,204.0,92.0,5.8
2662,Texas,Nacogdoches County,19,336.0,177.5,coffee,91.0,21.0,26.0,57.4,7.3
2663,Texas,Navarro County,18,254.0,136.0,apple,33.0,143.0,204.0,92.0,5.8
2664,Texas,Newton County,19,428.0,223.5,rice,97.0,59.0,43.0,84.0,6.3
2665,Texas,Nolan County,17,169.0,93.0,apple,33.0,143.0,204.0,92.0,5.8
2666,Texas,Nueces County,23,242.5,132.75,apple,33.0,143.0,204.0,92.0,5.8
2667,Texas,Ochiltree County,14,121.25,67.625,apple,33.0,143.0,204.0,92.0,5.8
2668,Texas,Oldham County,14,80.75,47.375,apple,33.0,143.0,204.0,92.0,5.8
2669,Texas,Orange County,20,423.5,221.75,rice,97.0,59.0,43.0,84.0,6.3
2670,Texas,Palo Pinto County,18,248.25,133.125,apple,33.0,143.0,204.0,92.0,5.8
2671,Texas,Panola County,18,344.25,181.125,coffee,91.0,21.0,26.0,57.4,7.3
2672,Texas,Parker County,18,231.25,124.625,apple,33.0,143.0,204.0,92.0,5.8
2673,Texas,Parmer County,14,106.0,60.0,apple,33.0,143.0,204.0,92.0,5.8
2674,Texas,Pecos County,18,73.0,45.5,apple,33.0,143.0,204.0,92.0,5.8
2675,Texas,Polk County,19,372.0,195.5,rice,97.0,59.0,43.0,84.0,6.3
2676,Texas,Potter County,14,103.5,58.75,apple,33.0,143.0,204.0,92.0,5.8
2677,Texas,Presidio County,18,81.25,49.625,apple,33.0,143.0,204.0,92.0,5.8
2678,Texas,Rains County,18,272.5,145.25,apple,33.0,143.0,204.0,92.0,5.8
2679,Texas,Randall County,14,120.75,67.375,apple,33.0,143.0,204.0,92.0,5.8
2680,Texas,Reagan County,18,108.0,63.0,apple,33.0,143.0,204.0,92.0,5.8
2681,Texas,Real County,19,171.5,95.25,apple,33.0,143.0,204.0,92.0,5.8
2682,Texas,Red River County,17,321.25,169.125,coconut,40.0,22.0,29.0,100.0,5.7
2683,Texas,Reeves County,18,75.0,46.5,apple,33.0,143.0,204.0,92.0,5.8
2684,Texas,Refugio County,22,346.0,184.0,coffee,91.0,21.0,26.0,57.4,7.3
2685,Texas,Roberts County,15,134.0,74.5,apple,33.0,143.0,204.0,92.0,5.8
2686,Texas,Robertson County,19,278.75,148.875,coconut,40.0,22.0,29.0,100.0,5.7
2687,Texas,Rockwall County,18,252.75,135.375,apple,33.0,143.0,204.0,92.0,5.8
2688,Texas,Runnels County,18,157.5,87.75,apple,33.0,143.0,204.0,92.0,5.8
2689,Texas,Rusk County,18,320.75,169.375,coconut,40.0,22.0,29.0,100.0,5.7
2690,Texas,Sabine County,19,405.25,212.125,rice,97.0,59.0,43.0,84.0,6.3
2691,Texas,San Augustine County,19,398.25,208.625,rice,97.0,59.0,43.0,84.0,6.3
2692,Texas,San Jacinto County,20,369.0,194.5,rice,97.0,59.0,43.0,84.0,6.3
2693,Texas,San Patricio County,22,299.0,160.5,coconut,40.0,22.0,29.0,100.0,5.7
2694,Texas,San Saba County,18,177.75,97.875,apple,33.0,143.0,204.0,92.0,5.8
2695,Texas,Schleicher County,18,154.25,86.125,apple,33.0,143.0,204.0,92.0,5.8
2696,Texas,Scurry County,17,162.0,89.5,apple,33.0,143.0,204.0,92.0,5.8
2697,Texas,Shackelford County,17,184.75,100.875,apple,33.0,143.0,204.0,92.0,5.8
2698,Texas,Shelby County,18,357.5,187.75,rice,97.0,59.0,43.0,84.0,6.3
2699,Texas,Sherman County,14,89.0,51.5,apple,33.0,143.0,204.0,92.0,5.8
2700,Texas,Smith County,18,316.25,167.125,coconut,40.0,22.0,29.0,100.0,5.7
2701,Texas,Somervell County,18,250.75,134.375,apple,33.0,143.0,204.0,92.0,5.8
2702,Texas,Starr County,23,138.5,80.75,apple,33.0,143.0,204.0,92.0,5.8
2703,Texas,Stephens County,17,217.25,117.125,apple,33.0,143.0,204.0,92.0,5.8
2704,Texas,Sterling County,17,123.25,70.125,apple,33.0,143.0,204.0,92.0,5.8
2705,Texas,Stonewall County,17,140.25,78.625,apple,33.0,143.0,204.0,92.0,5.8
2706,Texas,Sutton County,18,146.75,82.375,apple,33.0,143.0,204.0,92.0,5.8
2707,Texas,Swisher County,14,118.0,66.0,apple,33.0,143.0,204.0,92.0,5.8
2708,Texas,Tarrant County,18,209.5,113.75,apple,33.0,143.0,204.0,92.0,5.8
2709,Texas,Taylor County,17,169.5,93.25,apple,33.0,143.0,204.0,92.0,5.8
2710,Texas,Terrell County,19,64.75,41.875,apple,33.0,143.0,204.0,92.0,5.8
2711,Texas,Terry County,16,102.75,59.375,apple,33.0,143.0,204.0,92.0,5.8
2712,Texas,Throckmorton County,17,179.0,98.0,apple,33.0,143.0,204.0,92.0,5.8
2713,Texas,Titus County,18,301.0,159.5,coconut,40.0,22.0,29.0,100.0,5.7
2714,Texas,Tom Green County,18,150.5,84.25,apple,33.0,143.0,204.0,92.0,5.8
2715,Texas,Travis County,19,247.0,133.0,apple,33.0,143.0,204.0,92.0,5.8
2716,Texas,Trinity County,19,350.0,184.5,rice,97.0,59.0,43.0,84.0,6.3
2717,Texas,Tyler County,19,395.0,207.0,rice,97.0,59.0,43.0,84.0,6.3
2718,Texas,Upshur County,18,315.5,166.75,coconut,40.0,22.0,29.0,100.0,5.7
2719,Texas,Upton County,18,76.25,47.125,apple,33.0,143.0,204.0,92.0,5.8
2720,Texas,Uvalde County,21,150.5,85.75,apple,33.0,143.0,204.0,92.0,5.8
2721,Texas,Val Verde County,20,84.5,52.25,apple,33.0,143.0,204.0,92.0,5.8
2722,Texas,Van Zandt County,18,284.5,151.25,coconut,40.0,22.0,29.0,100.0,5.7
2723,Texas,Victoria County,22,336.0,179.0,coffee,91.0,21.0,26.0,57.4,7.3
2724,Texas,Walker County,19,337.25,178.125,coffee,91.0,21.0,26.0,57.4,7.3
2725,Texas,Waller County,21,321.25,171.125,coconut,40.0,22.0,29.0,100.0,5.7
2726,Texas,Ward County,19,62.25,40.625,apple,33.0,143.0,204.0,92.0,5.8
2727,Texas,Washington County,20,294.75,157.375,coconut,40.0,22.0,29.0,100.0,5.7
2728,Texas,Webb County,22,125.0,73.5,apple,33.0,143.0,204.0,92.0,5.8
2729,Texas,Wharton County,21,400.0,210.5,rice,97.0,59.0,43.0,84.0,6.3
